LocusTag,Gene,Length,description,pI,mw,proteinLength,function,product,essential,ec,names,,,
BSU15420,divIVA,492,"curvature sensitive membrane binding protein that recruits other proteins to the poles and the division septum, [SW|cell division] initiation protein (septum placement), part of the Min system (with Z ring placement)",4.85,19.1967,164,septum placement,[SW|cell division] initiation protein,no,,"divIVA,ylmJ",,,
BSU06100,ydiS,1029,component of the BsuM DNA restriction system,8.7,39.8758,343,BsuM DNA restriction,unknown,no,,ydiS,,,
BSU00470,purR,855,transcription repressor of the <i>pur </i>operon,5.77,31.0765,285,regulation of purine biosynthesis,transcription repressor of the <i>pur </i>operon,no,,"purR,yabI",,,
BSU19670,yodN,678,unknown,4.19,26.7811,226,unknown,unknown,no,,yodN,,,
BSU11079,yizB,345,similar to transcription regulator ([SW|PadR family]),9.097,13,115,unknown,unknown,-,,yizB,,,
BSU22320,ponA,2742,"class A penicillin-binding protein 1A/1B, contributes to cell elongation and [SW|cell division]",4.75,99.3625,914,bifunctional glucosyltransferase/ transpeptidase,penicillin-binding protein 1A/1B,no,,ponA,,,
BSU31480,yuxJ,1176,similar to multidrug-efflux transporter,10.45,42.8901,392,unknown,unknown,no,,"yuxJ,yugC",,,
BSU29370,tcyK,810,cystine [SW|ABC transporter] (binding protein),9.01,30.0889,270,cystine uptake,cystine [SW|ABC transporter] (binding protein),no,,"tcyK,ytmK",,,
BSU14250,yknT,963,spore coat protein,7.16,37.5135,321,protection of the spore,spore coat protein,no,,"yknT,cse15",,,
BSU09630,yhdX,105,unknown,10.23,3.8557,35,unknown,unknown,no,,yhdX,,,
BSU36890,upp,627,uracil phosphoribosyltransferase,5.86,22.8907,209,UMP synthesis,uracil phosphoribosyltransferase,no,2.4.2.9,"upp,ipc-35d",,,
new_4065982_4066068_c,S1522,87,"new RNA feature, 5'UTR of yxeF
",,,,,5'UTR of yxeF,,,S1522,,,
BSU26800,yrpB,1041,similar to 2-nitropropane dioxygenase,5.26,37.9121,347,unknown,unknown,no,,yrpB,,,
new_1533940_1534049,S533,110,"new RNA feature, 5' of Sr1
",,,,,5' of Sr1,,,S533,,,
BSU31290,yugT,1662,"similar to exo-alpha-1,4-glucosidase",4.97,63.8216,554,unknown,unknown,no,3.2.1.10,yugT,,,
BSU34710,psdS,1068,"two-component sensor kinase, control of psdA-psdB in response to lipid II-binding lantibiotics, such as nisin and gallidermin",7.36,40.0225,356,resistance against toxic peptides,two-component sensor kinase,no,,"psdS,yvcQ",,,
BSU26749,yrdD/2,198,part of the yrdD pseudogene,,,66,unknown,unknown,no,,yrdD/2,,,
BSU26740,cypA,1230,cytochrome P450-like enzyme,7.4,47.2224,410,unknown,cytochrome P450-like enzyme,no,,"cypA,yrdE",,,
new_2989566_2989649_c,S1106,84,"new RNA feature, 5'UTR of accD
",,,,,5'UTR of accD,,,S1106,,,
new_1023253_1023349,S329,97,"new RNA feature, 5'UTR of bcaP
",,,,,5'UTR of bcaP,,,S329,,,
new_1266349_1266589,S434,241,"new RNA feature, 5'UTR of yjcP
",,,,,5'UTR of yjcP,,,S434,,,
BSU06970,rhiL,1236,[SW|ABC transporter] (sugar-binding protein) for rhamnose oligosaccharides,4.99,46.4465,412,uptake of rhamnose oligosaccharides,rhamnose oligosaccharide [SW|ABC transporter],no,,"rhiL,yesO",,,
BSU39880,yxbC,990,unknown,4.59,37.3028,330,unknown,unknown,no,,"yxbC,yxaQ",,,
BSU31920,adeR,1302,transcription activator (PucR family) for ald gene expression,8.15,50.1371,434,control of ald expression,transcription activator (PucR family),no,,"adeR,yukF",,,
BSU12090,cotT,321,spore coat protein (inner),9.47,12.8538,107,resistance of the spore,spore coat protein (inner),no,,cotT,,,
BSU26259,yqzO,147,"unknown, Skin element",9.994,5.5,49,unknown,unknown,-,,yqzO,,,
new_4172910_4173113,S1564,204,"new RNA feature, 5'UTR of yybN
",,,,,5'UTR of yybN,,,S1564,,,
BSU14090,ykuI,1221,c-di-GMP binding protein,4.46,47.7953,407,unknown,c-di-GMP binding protein,no,,ykuI,,,
BSU21510,yolD,330,unknown,4.75,12.8572,110,unknown,unknown,no,,yolD,,,
BSU36800,atpC,396,"ATP synthase, part of the F1 complex (subunit epsilon)",5.26,14.0686,132,ATP synthesis,ATP synthase (subunit epsilon)),no,,atpC,,,
BSU18640,yoaK,675,unknown,9.72,24.0157,225,unknown,unknown,no,,yoaK,,,
BSU08860,ssuD,1128,aliphatic sulfonate monooxygenase,5.37,41.6438,376,sulfonate reduction,aliphatic sulfonate monooxygenase,no,,"ssuD,ygcA, yzeC",,,
BSU07970,yfjT,183,unknown,3.99,7.1329,61,unknown,unknown,no,,yfjT,,,
BSU18440,gltB,1479,small subunit of glutamate synthase,7.7,54.7796,493,glutamate biosynthesis,glutamate synthase (small subunit),no,1.4.1.13,gltB,,,
BSU20870,yopJ,414,unknown,4.74,15.8816,138,unknown,unknown,no,,yopJ,,,
BSU05230,ydeK,861,unknown,10.41,30.199,287,unknown,unknown,no,,ydeK,,,
BSU07110,lplB,954,"transmembrane lipoprotein, putative [SW|ABC transporter] (permease)",9.31,36.4174,318,unknown,unknown,no,,lplB,,,
BSU29249,ytzJ,189,unknown,4.853,7.3,63,unknown,unknown,-,,ytzJ,,,
BSU27570,yrzK,168,unknown,7.33,6.1893,56,unknown,unknown,no,,yrzK,,,
new_938656_938730,S299,75,"new RNA feature, 5'UTR of ygaC
",,,,,5'UTR of ygaC,,,S299,,,
BSU_rRNA_7,rrnJ-23S,,23S rRNA,,,,translation,ribosomal RNA-23S,no,,rrnJ-23S,,,
new_603941_604102,S196,162,"new RNA feature, intergenic region
",,,,,intergenic region,,,S196,,,
new_1925453_1925538_c,S664,86,"new RNA feature, 5'UTR of yneK
",,,,,5'UTR of yneK,,,S664,,,
BSU00060,gyrB,1914,DNA gyrase (subunit B),5.38,71.324,638,"DNA supercoiling, control of [[category|DNA replication|replication]] initiation",DNA gyrase (subunit B),yes,5.99.1.3,"gyrB,novA",,,
new_3609903_3610036_c,S1341,134,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1341,,,
BSU25640,nadD,567,nicotinamide-nucleotide adenylyltransferase,5.12,22.0115,189,NAD biosynthesis,nicotinamide-nucleotide adenylyltransferase,yes,2.7.7.18,"nadD ,yqeJ",,,
BSU28380,gerM,1098,"lipoprotein, germination (cortex hydrolysis) and sporulation, required for the assembly of the basal platform of the SpoIIIA-SpoIIQ transenvelope complex during sporulation ",4.68,39.4144,366,germination (cortex hydrolysis) and sporulation,SpoIIQ recruitment factor,no,,gerM,,,
BSU08240,catE,855,"catechol 2,3-dioxygenase",5.3,31.3699,285,essential for the viability in the presence of catechol,"catechol 2,3-dioxygenase",no,,"catE,yfiE",,,
BSU07770,yfkS,198,"D protein for the [[protein|YfkQ]]-[[protein|YfkR]]-[[protein|YfkT]] germinant receptor of unknown specificity, general stress protein, survival of ethanol and paraquat stresses",10.01,7.6654,66,"germination, survival of of stress conditions",D protein for the [[protein|YfkQ]]-[[protein|YfkR]]-[[protein|YfkT]] germinant receptor,no,,yfkS,,,
BSU39730,iolD,1740,formation of 5-deoxy-D-glucuronic acid (3rd reaction),5.01,63.9603,580,myo-inositol catabolism,formation of 5-deoxy-D-glucuronic acid (3rd reaction),no,,"iolD,yxdD",,,
BSU10850,iolX,1026,scyllo-inositol 2-dehydrogenase,5.3,37.3275,342,utilization of scyllo-inositol,scyllo-inositol 2-dehydrogenase,no,,"iolX,yuxD,yucG,yisS",,,
new_3630836_3630916_c,S1349,81,"new RNA feature, 5'UTR of secA
",,,,,5'UTR of secA,,,S1349,,,
BSU36010,alsS,1713,acetolactate synthase,5.16,61.9454,571,overflow metabolism,acetolactate synthase,no,2.2.1.6,alsS,,,
BSU34450,sacB,1419,levansucrase,6.18,52.8042,473,"utilization of sucrose, production of levan",levansucrase,no,2.4.1.10,sacB,,,
BSU31610,mrpB,429,"Na<sup>+</sup>/H<sup>+</sup> antiporter subunit, multiple resistance and pH homeostasis",4.91,15.1532,143,sodium export,Na<sup>+</sup>/H<sup>+</sup> antiporter subunit,yes,,"mrpB,yufU",,,
BSU06710,swrC,3195,similar to acriflavin resistance protein,4.76,114.791,1065,unknown,unknown,no,,"swrC,yerP",,,
BSU36750,spoIID,1029,"cell wall hydrolase (lytic transglycosylase), required for complete dissolution of the asymmetric septum",9.76,37.2453,343,dissolution of the septal cell wall,lytic transglycosylase,no,,"spoIID,spoIIC",,,
new_1150428_1150514_c,S380,87,"new RNA feature, 5'UTR of gerPA
",,,,,5'UTR of gerPA,,,S380,,,
BSU24490,yqhQ,954,"general stress protein, survival of stress conditions",9.22,35.8479,318,survival of stress conditions,unknown,no,,yqhQ,,,
BSU00780,folB,360,dihydroneopterin aldolase,5.23,13.3769,120,biosynthesis of folate,dihydroneopterin aldolase,yes,4.1.2.25,"folB,folA,yacE",,,
BSU39740,iolC,975,formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),4.78,35.4764,325,myo-inositol catabolism,formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),no,2.7.1.92,"iolC,yxdC",,,
new_3264537_3264677_c,S1222,141,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1222,,,
new_2989651_2989803_c,S1107,153,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1107,,,
BSU26370,yqaC,534,unknown,7.21,20.5578,178,unknown,unknown,no,,yqaC,,,
new_3465665_3466067_c,S1294,403,"new RNA feature, 3'UTR of sdpI
",,,,,3'UTR of sdpI,,,S1294,,,
BSU27980,spoIVFA,792,inhibitor of SpoIVFB metalloprotease,7.29,29.4567,264,control of SigK activation,inhibitor of SpoIVFB metalloprotease,no,,"spoIVFA,bofB, spoVL",,,
new_2055241_2055358_c,S710,118,"new RNA feature, 5'UTR of xynA
",,,,,5'UTR of xynA,,,S710,,,
BSU00090,guaB,1464,IMP dehydrogenase,6.17,52.8236,488,biosynthesis of GMP,IMP dehydrogenase,no,1.1.1.205,"guaB,guaA",,,
new_2560260_2560488_c,S926,229,"new RNA feature, 3'UTR of corA
",,,,,3'UTR of corA,,,S926,,,
BSU35940,rbsA,1479,ribose [SW|ABC transporter] (ATP-binding protein),6.18,54.3629,493,ribose uptake,ribose [SW|ABC transporter] (ATP-binding protein),no,3.6.3.17,rbsA,,,
BSU26270,yqaL,699,"unknown, skin element",9.95,26.9679,233,unknown,unknown,no,,yqaL,,,
BSU40420,purA,1290,adenylosuccinate synthetase,5.46,47.5093,430,purine biosynthesis,adenylosuccinate synthetase,no,6.3.4.4,purA,,,
BSU_tRNA_12,trnJ-Val,,,,,,translation,transfer RNA-Val,no,,trnJ-Val,,,
new_2479090_2479155,S904,66,"new RNA feature, 5'UTR of zwf
",,,,,5'UTR of zwf,,,S904,,,
new_512754_512813,S159,60,"new RNA feature, 5'UTR of ydbS
",,,,,5'UTR of ydbS,,,S159,,,
BSU11950,yjcQ,282,unknown,5.23,10.8881,94,unknown,unknown,no,,yjcQ,,,
BSU30480,ytqA,966,unknown,5.61,36.6085,322,unknown,unknown,no,,ytqA,,,
new_3072180_3072285,S1150,106,"new RNA feature, 5'UTR of ytzE
",,,,,5'UTR of ytzE,,,S1150,,,
BSU37300,ywiC,717,unknown,10.09,27.4047,239,unknown,unknown,no,,ywiC,,,
new_1164254_1164369,S390,116,"new RNA feature, 5'UTR of iolX
",,,,,5'UTR of iolX,,,S390,,,
new_2983096_2984281_c,S1102,1186,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1102,,,
new_1351139_1351236_c,S459,98,"new RNA feature, 5'UTR of ykaA
",,,,,5'UTR of ykaA,,,S459,,,
new_2190786_2190883_c,S774,98,"new RNA feature, 3'UTR of yoqY
",,,,,3'UTR of yoqY,,,S774,,,
BSU28980,dnaI,933,"primosome component (helicase loader), part of the [SW|replisome]",5.74,35.9592,311,[[category|DNA replication]],primosome component (helicase loader),yes,,"dnaI,ytxA,dnaY",,,
BSU04250,lrpC,432,"sequence-independent DNA-binding and DNA-bending protein (Lrp family), facilitates the formation of higher order protein-DNA complexes",7.74,16.308,144,DNA repair/ recombination,DNA-binding and -bending protein,no,,"lrpC,ydaI",,,
new_3676061_3676158_c,S1372,98,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1372,,,
BSU40230,yydA,477,similar to pseudouridine methyltransferase,9.31,17.9298,159,may be involved in maturation of 23S rRNA,similar to pseudouridine methyltransferase,no,,yydA,,,
new_3364963_3365068_c,S1263,106,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1263,,,
new_3225687_3226671,S1202,985,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1202,,,
BSU28260,leuC,1416,3-isopropylmalate dehydratase (large subunit),6.13,52.2252,472,biosynthesis of leucine,3-isopropylmalate dehydratase (large subunit),no,4.2.1.33,leuC,,,
BSU16720,ymxH,255,sporulation protein,5.44,9.6272,85,unknown,sporulation protein,no,,ymxH,,,
BSU20180,yosB,177,unknown,9.61,6.6432,59,unknown,unknown,no,,yosB,,,
BSU04710,rsbV,327,"antagonist of [[protein|RsbW]], anti-anti-[[protein|SigB]]",4.7,11.7998,109,control of [[protein|SigB ]]activity,anti-anti-[[protein|SigB]],no,,rsbV,,,
BSU06360,guaA,1539,GMP synthetase (glutamine-hydrolysing),4.75,57.7821,513,biosynthesis of GMP,GMP synthetase (glutamine-hydrolysing),no,6.3.5.2,"guaA,guaB",,,
new_2014633_2014704_c,S683,72,"new RNA feature, 5'UTR of gltA
",,,,,5'UTR of gltA,,,S683,,,
new_153039_153507_c,S58,469,"new RNA feature, independent transcript
",,,,,independent transcript,,,S58,,,
new_943787_944498_c,S301,712,"new RNA feature, 5'UTR of gsaB
",,,,,5'UTR of gsaB,,,S301,,,
BSU35790,pmi,948,mannose-6-phosphate isomerase,4.98,35.2731,316,mannose utilization,mannose-6-phosphate isomerase,no,5.3.1.8,"pmi,yvyI",,,
BSU34690,psdB,1938,"[SW|ABC transporter] (permease) for the export of lipid II-binding lantibiotics, such as nisin and gallidermin",9.8,73.2189,646,export of toxic peptides,[SW|ABC transporter] (permease),no,,"psdB,yvcS",,,
new_3646613_3646699,S1357,87,"new RNA feature, 5'UTR of yvyE
",,,,,5'UTR of yvyE,,,S1357,,,
new_3794076_3794165_c,S1431,90,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1431,,,
new_3388289_3388830_c,S1273,542,"new RNA feature, 5'UTR of yirB
",,,,,5'UTR of yirB,,,S1273,,,
BSU28520,etfA,975,electron transfer flavoprotein (alpha subunit),4.65,34.3871,325,"fatty acid degradation, calcium carbonate biomineralization",electron transfer flavoprotein (alpha subunit),no,,etfA,,,
BSU05490,mhqO,936,"hydroquinone-specific dioxygenase, confers resistence to methyl-hydroxyquinone",4.83,34.9026,312,resistence to methyl-hydroxyquinone,hydroquinone-specific dioxygenase,no,,"mhqO,ydfO",,,
BSU29530,sppA,1005,"signal peptide peptidase required for efficient processing of pre-proteins, cleaves remnant signal peptides within the cellular membrane",7.31,36.5156,335,protein secretion,signal peptide peptidase,no,,"sppA,yteI",,,
new_1252566_1252752,S423,187,"new RNA feature, independent transcript
",,,,,independent transcript,,,S423,,,
new_280556_281740_c,S97,1185,"new RNA feature, 3'UTR of ycbP
",,,,,3'UTR of ycbP,,,S97,,,
BSU06500,purM,1038,phosphoribosylaminoimidazole synthetase,4.59,36.8959,346,purine biosynthesis,phosphoribosylaminoimidazole synthetase,no,6.3.3.1,purM,,,
BSU40720,yyaT,444,similar to GCN5-related N-acetyltransferase,6.42,16.8614,148,unknown,unknown,no,,yyaT,,,
BSU14670,yktC,795,inositol monophosphatase and 5'-nucleotidase with preference for GMP and IMP,5.09,29.6083,265,unknown,nucleotidase,no,3.1.3.25,"yktC,suhB",,,
BSU26870,yraN,867,similar to transcriptional regulator (LysR family),8.97,33.4631,289,unknown,transcriptional regulator (LysR family),no,,yraN,,,
BSU00550,mfd,3531,"[SW|transcription]-repair coupling factor, eliminates genetic damage from transcriptionally active genes during sporulation, required for increased mutagenesis of lagging strand genes",5.37,133.593,1177,promotes strand-specific DNA repair by displacing,[SW|transcription]-repair coupling factor,no,3.6.4.-,mfd,,,
new_3643957_3645689,S1354,1733,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1354,,,
BSU33640,yvaM,768,similar to hydrolase,8.99,29.4297,256,unknown,unknown,no,,yvaM,,,
new_2071115_2071197_c,S720,83,"new RNA feature, intergenic region
",,,,,intergenic region,,,S720,,,
new_3788276_3788397_c,S1427,122,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1427,,,
BSU08190,glvR,762,transcriptional activator of the malA-glvR-malP operon,5.45,29.1469,254,regulation of maltose utilization,transcriptional activator,no,,"glvR,yfiA, malR",,,
BSU35300,secA,2523,"preprotein translocase subunit (ATPase), required for membrane targeting of DivIVA, motor protein that drives preprotein translocation through the SecY-SecE-SecG channel",5.34,95.3335,841,protein secretion,preprotein translocase subunit (ATPase),yes,,"secA,div,div-341,ts-341",,,
new_3966685_3966776_c,S1483,92,"new RNA feature, 3'UTR of yxlG
",,,,,3'UTR of yxlG,,,S1483,,,
new_728598_728731,S237,134,"new RNA feature, 5'UTR of gatC
",,,,,5'UTR of gatC,,,S237,,,
BSU33950,cggR,1020,"repressor of the glycolytic [[gene|gapA]] operon, [SW|DeoR family]",5.68,37.2252,340,transcriptional regulator,central glycolytic genes regulator,no,,"cggR,yvbQ",,,
BSU06630,yerH,1188,unknown lipoprotein,4.88,44.3554,396,unknown,unknown,no,,yerH,,,
BSU38240,ywcA,1548,similar to Na+-dependent acetate symporter,7.2,54.7899,516,unknown,unknown,no,,"ywcA,ipa-31r",,,
BSU10520,glcP,1203,probable glucose/mannose:H+ symporter,8.77,44.7497,401,unknown,probable glucose/mannose:H+ symporter,no,,"glcP,yhjI",,,
BSU24010,bmr,1167,"general stress protein, multidrug-efflux transporter",9.7,42.0988,389,multidrug resistance,multidrug-efflux transporter,no,,"bmr,bmr1",,,
BSU_rRNA_28,rrnG-5S,,5S rRNA,,,,translation,ribosomal RNA-5S,no,,rrnG-5S,,,
BSU04690,rsbT,399,"PP2C activator, protein serine kinase, phosphorylates [[protein|RsbS]] and [[protein|RsbR]], part of the [SW|stressosome]",6.59,14.2085,133,control of [[protein|SigB]] activity,"PP2C activator, protein serine kinase",no,,"rsbT,ycxT",,,
BSU24350,accB,477,acetyl-CoA carboxylase (biotin carboxyl carrier subunit),4.39,17.0863,159,"production of malonyl-CoA, the substrate for fatty acid biosynthesis",acetyl-CoA carboxylase (biotin carboxyl carrier subunit),yes,6.4.1.2,"accB,fabE,yqhW",,,
BSU18070,plsY,579,acylphosphate:glycerol-phosphate acyltransferase,10.41,20.8222,193,biosynthesis of phospholipids,acylphosphate:glycerol-phosphate acyltransferase,yes,2.3.1.n3,"plsY ,yneS",,,
BSU04310,ydaN,2109,"general stress protein, synthesis of extracellular polysaccharide",5.36,77.025,703,synthesis of extracellular polysaccharide,unknown,no,,ydaN,,,
BSU04130,yczJ,285,unknown,4.96,11.0821,95,unknown,unknown,no,,yczJ,,,
BSU10490,sipV,504,signal peptidase I,10.12,18.8135,168,protein secretion,signal peptidase I,no,,"sipV,yhjF",,,
BSU33460,yvgT,606,potential TRIC transporter,8.87,21.5708,202,unknown,unknown,no,,yvgT,,,
BSU19870,yotI,360,unknown,5.41,13.7149,120,unknown,unknown,no,,"yotI,yodW",,,
new_1277495_1278195_c,S442,701,"new RNA feature, intergenic region
",,,,,intergenic region,,,S442,,,
BSU38050,sacP,1383,"sucrose permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBC of the [[category|Phosphotransferase system|PTS]], [[category|Trigger enzyme]], control of [[protein|SacT]] activity",7.03,49.2948,461,"sucrose uptake and phosphorylation, control of [[protein|SacT]] activity","sucrose-specific [[category|Phosphotransferase system|PTS]] permease, EIIBC component",no,2.7.1.69,"sacP,ipa-49d",,,
BSU17750,yndD,1560,part of the YndD-YndE-YndF germinant receptor of unknown specificity,9.23,57.8356,520,germination,part of the YndD-YndE-YndF germinant receptor,no,,yndD,,,
BSU40550,ppaC,927,inorganic pyrophosphatase,4.51,33.8344,309,recovery of phosphate ions from pyrophosphate,inorganic pyrophosphatase,yes,3.6.1.1,"ppaC,yybQ",,,
BSU33120,liaH,675,"similar to phage shock protein, resistance against oxidative stress and cell wall antibiotics (such as daptamycin), secondary bacitracin resistance determinant",6.17,25.5487,225,resistance against oxidative stress and cell wall antibiotics,unknown,no,,"liaH,yvqH",,,
BSU28730,araQ,843,"[SW|ABC transporter] for the uptake of α-1,5-arabinooligosaccharides, at least up to four L-arabinosyl units (integral membrane protein)",9.33,31.6327,281,"uptake of α-1,5-arabinooligosaccharides","α-1,5-arabinooligosaccharide [SW|ABC transporter] (integral membrane protein)",no,,"araQ,yseE",,,
BSU20080,yosL,351,unknown,4.53,12.9955,117,unknown,unknown,no,,yosL,,,
BSU04500,ydbK,738,similar to [SW|ABC transporter] (membrane protein),10.04,27.6371,246,unknown,[SW|ABC transporter] (membrane protein),no,,ydbK,,,
new_3225621_3225771_c,S1201,151,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1201,,,
BSU22370,aspB,1179,aspartate transaminase,5.3,42.9278,393,biosynthesis of aspartate,aspartate transaminase,no,2.6.1.1,aspB,,,
BSU17940,yneI,360,two-component response regulator,6.95,13.3955,120,unknown,two-component response regulator,no,,"yneI,yoxH,ccdB",,,
